db_logid,year,month,day,desc_party,count
Haskell,2014,12,22,Unaffiliated,586
Hodgeman,2014,12,22,,6
Hodgeman,2014,12,22,Democratic,203
Hodgeman,2014,12,22,Libertarian,1
Hodgeman,2014,12,22,Republican,982
Hodgeman,2014,12,22,Unaffiliated,219
Jackson,2014,12,22,Democratic,2027
Jackson,2014,12,22,Libertarian,44
Jackson,2014,12,22,Republican,4286
Jackson,2014,12,22,Unaffiliated,2667
Jefferson,2014,12,22,Democratic,2882
Jefferson,2014,12,22,Libertarian,87
Jefferson,2014,12,22,Republican,5843
Jefferson,2014,12,22,Unaffiliated,4278
Jewell,2014,12,22,Democratic,277
Jewell,2014,12,22,Libertarian,12
Jewell,2014,12,22,Republican,1454
Jewell,2014,12,22,Unaffiliated,482
Johnson,2014,12,22,Democratic,83369
Johnson,2014,12,22,Libertarian,3350
Johnson,2014,12,22,Republican,172247
Johnson,2014,12,22,Unaffiliated,113238
Kearny,2014,12,22,,2
Kearny,2014,12,22,Democratic,297
Kearny,2014,12,22,Libertarian,5
Kearny,2014,12,22,Republican,1322
Kearny,2014,12,22,Unaffiliated,501
Kingman,2014,12,22,Democratic,930
Kingman,2014,12,22,Libertarian,26
Kingman,2014,12,22,Republican,3012
Kingman,2014,12,22,Unaffiliated,1481
Kiowa,2014,12,22,,3
Kiowa,2014,12,22,Democratic,189
Kiowa,2014,12,22,Libertarian,2
Kiowa,2014,12,22,Republican,1149
Kiowa,2014,12,22,Unaffiliated,251
Labette,2014,12,22,,1
Labette,2014,12,22,Democratic,4076
Labette,2014,12,22,Libertarian,129
Labette,2014,12,22,Republican,5787
Labette,2014,12,22,Unaffiliated,6083
Lane,2014,12,22,,2
Lane,2014,12,22,Democratic,153
Lane,2014,12,22,Libertarian,7
Lane,2014,12,22,Republican,970
Lane,2014,12,22,Unaffiliated,176
Leavenworth,2014,12,22,,1
Leavenworth,2014,12,22,Democratic,12638
Leavenworth,2014,12,22,Libertarian,378
Leavenworth,2014,12,22,Republican,17993
Leavenworth,2014,12,22,Unaffiliated,16472
Lincoln,2014,12,22,,1
Lincoln,2014,12,22,Democratic,262
Lincoln,2014,12,22,Libertarian,19
Lincoln,2014,12,22,Republican,1467
Lincoln,2014,12,22,Unaffiliated,471
Linn,2014,12,22,Democratic,1390
Linn,2014,12,22,Libertarian,53
Linn,2014,12,22,Republican,3779
Linn,2014,12,22,Unaffiliated,2065
Logan,2014,12,22,Democratic,223
Logan,2014,12,22,Libertarian,6
Logan,2014,12,22,Republican,1278
Logan,2014,12,22,Unaffiliated,261
Lyon,2014,12,22,Democratic,4830
Lyon,2014,12,22,Libertarian,164
Lyon,2014,12,22,Republican,7822
Lyon,2014,12,22,Unaffiliated,6961
Marion,2014,12,22,,3
Marion,2014,12,22,Democratic,1201
Marion,2014,12,22,Libertarian,39
Marion,2014,12,22,Republican,4799
Marion,2014,12,22,Unaffiliated,1815
Marshall,2014,12,22,,1
Marshall,2014,12,22,Democratic,1551
Marshall,2014,12,22,Libertarian,21
Marshall,2014,12,22,Republican,3259
Marshall,2014,12,22,Unaffiliated,1616
McPherson,2014,12,22,Democratic,2590
McPherson,2014,12,22,Libertarian,126
McPherson,2014,12,22,Republican,9713
McPherson,2014,12,22,Unaffiliated,3902
Meade,2014,12,22,Democratic,380
Meade,2014,12,22,Libertarian,18
Meade,2014,12,22,Republican,2098
Meade,2014,12,22,Unaffiliated,657
Miami,2014,12,22,,1
Miami,2014,12,22,Democratic,4504
Miami,2014,12,22,Libertarian,167
Miami,2014,12,22,Republican,10316
Miami,2014,12,22,Unaffiliated,6578
Mitchell,2014,12,22,Democratic,668
Mitchell,2014,12,22,Libertarian,9
Mitchell,2014,12,22,Republican,2614
Mitchell,2014,12,22,Unaffiliated,910
Montgomery,2014,12,22,,10
Montgomery,2014,12,22,Democratic,4552
Montgomery,2014,12,22,Libertarian,136
Montgomery,2014,12,22,Republican,10090
Montgomery,2014,12,22,Unaffiliated,4512
Morris,2014,12,22,Democratic,753
Morris,2014,12,22,Libertarian,27
Morris,2014,12,22,Republican,2128
Morris,2014,12,22,Unaffiliated,919
Morton,2014,12,22,Democratic,282
Morton,2014,12,22,Libertarian,11
Morton,2014,12,22,Republican,1363
Morton,2014,12,22,Unaffiliated,313
Nemaha,2014,12,22,Democratic,1608
Nemaha,2014,12,22,Libertarian,27
Nemaha,2014,12,22,Republican,3706
Nemaha,2014,12,22,Unaffiliated,1786
Neosho,2014,12,22,,1
Neosho,2014,12,22,Democratic,2392
Neosho,2014,12,22,Libertarian,104
Neosho,2014,12,22,Republican,5172
Neosho,2014,12,22,Unaffiliated,3686
Ness,2014,12,22,Democratic,330
Ness,2014,12,22,Libertarian,5
Ness,2014,12,22,Republican,1337
Ness,2014,12,22,Unaffiliated,359
Norton,2014,12,22,Democratic,441
Norton,2014,12,22,Libertarian,13
Norton,2014,12,22,Republican,2140
Norton,2014,12,22,Unaffiliated,738
Osage,2014,12,22,,1
Osage,2014,12,22,Democratic,2258
Osage,2014,12,22,Libertarian,80
Osage,2014,12,22,Republican,5147
Osage,2014,12,22,Unaffiliated,3143
Osborne,2014,12,22,,1
Osborne,2014,12,22,Democratic,507
Osborne,2014,12,22,Libertarian,10
Osborne,2014,12,22,Republican,1619
Osborne,2014,12,22,Unaffiliated,673
Ottawa,2014,12,22,Democratic,536
Ottawa,2014,12,22,Libertarian,34
Ottawa,2014,12,22,Republican,2738
Ottawa,2014,12,22,Unaffiliated,1070
Pawnee,2014,12,22,Democratic,785
Pawnee,2014,12,22,Libertarian,21
Pawnee,2014,12,22,Republican,2268
Pawnee,2014,12,22,Unaffiliated,979
Phillips,2014,12,22,Democratic,397
Phillips,2014,12,22,Libertarian,14
Phillips,2014,12,22,Republican,2679
Phillips,2014,12,22,Unaffiliated,661
Pottawatomie,2014,12,22,,1
Pottawatomie,2014,12,22,Democratic,2101
Pottawatomie,2014,12,22,Libertarian,101
Pottawatomie,2014,12,22,Republican,8446
Pottawatomie,2014,12,22,Unaffiliated,3724
Pratt,2014,12,22,Democratic,1065
Pratt,2014,12,22,Libertarian,38
Pratt,2014,12,22,Republican,3610
Pratt,2014,12,22,Unaffiliated,1294
Rawlins,2014,12,22,,2
Rawlins,2014,12,22,Democratic,244
Rawlins,2014,12,22,Libertarian,11
Rawlins,2014,12,22,Republican,1500
Rawlins,2014,12,22,Unaffiliated,355
Reno,2014,12,22,,2
Reno,2014,12,22,Democratic,9534
Reno,2014,12,22,Libertarian,322
Reno,2014,12,22,Republican,18851
Reno,2014,12,22,Unaffiliated,12902
Republic,2014,12,22,,2
Republic,2014,12,22,Democratic,540
Republic,2014,12,22,Libertarian,17
Republic,2014,12,22,Republican,2539
Republic,2014,12,22,Unaffiliated,666
Rice,2014,12,22,Democratic,1062
Rice,2014,12,22,Libertarian,49
Rice,2014,12,22,Republican,3334
Rice,2014,12,22,Unaffiliated,1567
Riley,2014,12,22,,1
Riley,2014,12,22,Democratic,7732
Riley,2014,12,22,Libertarian,356
Riley,2014,12,22,Republican,14559
Riley,2014,12,22,Unaffiliated,11827
Rooks,2014,12,22,Democratic,392
Rooks,2014,12,22,Libertarian,8
Rooks,2014,12,22,Republican,2400
Rooks,2014,12,22,Unaffiliated,599
Rush,2014,12,22,Democratic,423
Rush,2014,12,22,Libertarian,7
Rush,2014,12,22,Republican,1411
Rush,2014,12,22,Unaffiliated,468
Russell,2014,12,22,,3
Russell,2014,12,22,Democratic,729
Russell,2014,12,22,Libertarian,20
Russell,2014,12,22,Republican,2895
Russell,2014,12,22,Unaffiliated,817
Saline,2014,12,22,Democratic,6821
Saline,2014,12,22,Libertarian,318
Saline,2014,12,22,Republican,16219
Saline,2014,12,22,Unaffiliated,12017
Scott,2014,12,22,Democratic,298
Scott,2014,12,22,Libertarian,13
Scott,2014,12,22,Republican,2244
Scott,2014,12,22,Unaffiliated,637
Sedgwick,2014,12,22,,6
Sedgwick,2014,12,22,Democratic,67316
Sedgwick,2014,12,22,Libertarian,2219
Sedgwick,2014,12,22,Republican,112842
Sedgwick,2014,12,22,Unaffiliated,100009
Seward,2014,12,22,,1
Seward,2014,12,22,Democratic,2016
Seward,2014,12,22,Libertarian,84
Seward,2014,12,22,Republican,4843
Seward,2014,12,22,Unaffiliated,3153
Shawnee,2014,12,22,Democratic,33364
Shawnee,2014,12,22,Libertarian,796
Shawnee,2014,12,22,Republican,41477
Shawnee,2014,12,22,Unaffiliated,32263
Sheridan,2014,12,22,Democratic,310
Sheridan,2014,12,22,Libertarian,5
Sheridan,2014,12,22,Republican,1079
Sheridan,2014,12,22,Unaffiliated,380
Sherman,2014,12,22,Democratic,582
Sherman,2014,12,22,Libertarian,26
Sherman,2014,12,22,Republican,2444
Sherman,2014,12,22,Unaffiliated,920
Smith,2014,12,22,Democratic,457
Smith,2014,12,22,Libertarian,4
Smith,2014,12,22,Republican,2106
Smith,2014,12,22,Unaffiliated,474
Stafford,2014,12,22,Democratic,410
Stafford,2014,12,22,Libertarian,17
Stafford,2014,12,22,Republican,1750
Stafford,2014,12,22,Unaffiliated,505
Stanton,2014,12,22,,3
Stanton,2014,12,22,Democratic,205
Stanton,2014,12,22,Libertarian,18
Stanton,2014,12,22,Republican,801
Stanton,2014,12,22,Unaffiliated,215
Stevens,2014,12,22,Democratic,317
Stevens,2014,12,22,Libertarian,16
Stevens,2014,12,22,Republican,2199
Stevens,2014,12,22,Unaffiliated,388
Sumner,2014,12,22,,23
Sumner,2014,12,22,Democratic,3493
Sumner,2014,12,22,Libertarian,131
Sumner,2014,12,22,Republican,7565
Sumner,2014,12,22,Unaffiliated,5032
Thomas,2014,12,22,,2
Thomas,2014,12,22,Democratic,640
Thomas,2014,12,22,Libertarian,38
Thomas,2014,12,22,Republican,3070
Thomas,2014,12,22,Unaffiliated,1156
Trego,2014,12,22,Democratic,446
Trego,2014,12,22,Libertarian,14
Trego,2014,12,22,Republican,1236
Trego,2014,12,22,Unaffiliated,535
Wabaunsee,2014,12,22,Democratic,781
Wabaunsee,2014,12,22,Libertarian,30
Wabaunsee,2014,12,22,Republican,2755
Wabaunsee,2014,12,22,Unaffiliated,1047
Wallace,2014,12,22,Democratic,89
Wallace,2014,12,22,Libertarian,4
Wallace,2014,12,22,Republican,865
Wallace,2014,12,22,Unaffiliated,118
Washington,2014,12,22,Democratic,370
Washington,2014,12,22,Libertarian,13
Washington,2014,12,22,Republican,2953
Washington,2014,12,22,Unaffiliated,554
Wichita,2014,12,22,,1
Wichita,2014,12,22,Democratic,173
Wichita,2014,12,22,Libertarian,6
Wichita,2014,12,22,Republican,841
Wichita,2014,12,22,Unaffiliated,375
Wilson,2014,12,22,Democratic,758
Wilson,2014,12,22,Libertarian,32
Wilson,2014,12,22,Republican,3226
Wilson,2014,12,22,Unaffiliated,1043
Woodson,2014,12,22,Democratic,379
Woodson,2014,12,22,Libertarian,11
Woodson,2014,12,22,Republican,1348
Woodson,2014,12,22,Unaffiliated,481
Wyandotte,2014,12,22,,2
Wyandotte,2014,12,22,Democratic,42830
Wyandotte,2014,12,22,Libertarian,540
Wyandotte,2014,12,22,Republican,13696
Wyandotte,2014,12,22,Unaffiliated,26932
db_logid,2014,12,22,desc_party,105
Allen,2015,6,11,Democratic,1635
Allen,2015,6,11,Libertarian,57
Allen,2015,6,11,Republican,4046
Allen,2015,6,11,Unaffiliated,2775
Anderson,2015,6,11,Democratic,1273
Anderson,2015,6,11,Libertarian,50
Anderson,2015,6,11,Republican,2135
Anderson,2015,6,11,Unaffiliated,1919
Atchison,2015,6,11,Democratic,3258
Atchison,2015,6,11,Libertarian,54
Atchison,2015,6,11,Republican,3722
Atchison,2015,6,11,Unaffiliated,3902
Barber,2015,6,11,Democratic,485
Barber,2015,6,11,Libertarian,12
Barber,2015,6,11,Republican,2037
Barber,2015,6,11,Unaffiliated,455
Barton,2015,6,11,,5
Barton,2015,6,11,Democratic,2983
Barton,2015,6,11,Libertarian,95
Barton,2015,6,11,Republican,9523
Barton,2015,6,11,Unaffiliated,4770
Bourbon,2015,6,11,Democratic,2886
Bourbon,2015,6,11,Libertarian,72
Bourbon,2015,6,11,Republican,4745
Bourbon,2015,6,11,Unaffiliated,3744
Brown,2015,6,11,,2
Brown,2015,6,11,Democratic,1055
Brown,2015,6,11,Libertarian,31
Brown,2015,6,11,Republican,3372
Brown,2015,6,11,Unaffiliated,1471
Butler,2015,6,11,,230
Butler,2015,6,11,Democratic,7108
Butler,2015,6,11,Libertarian,279
Butler,2015,6,11,Republican,20219
Butler,2015,6,11,Unaffiliated,12290
Chase,2015,6,11,,2
Chase,2015,6,11,Democratic,276
Chase,2015,6,11,Libertarian,13
Chase,2015,6,11,Republican,1146
Chase,2015,6,11,Unaffiliated,323
Chautauqua,2015,6,11,,1
Chautauqua,2015,6,11,Democratic,282
Chautauqua,2015,6,11,Libertarian,11
Chautauqua,2015,6,11,Republican,1570
Chautauqua,2015,6,11,Unaffiliated,414
Cherokee,2015,6,11,Democratic,4947
Cherokee,2015,6,11,Libertarian,125
Cherokee,2015,6,11,Republican,6061
Cherokee,2015,6,11,Unaffiliated,5592
Cheyenne,2015,6,11,Democratic,224
Cheyenne,2015,6,11,Libertarian,9
Cheyenne,2015,6,11,Republican,1388
Cheyenne,2015,6,11,Unaffiliated,254
Clark,2015,6,11,Democratic,250
Clark,2015,6,11,Libertarian,8
Clark,2015,6,11,Republican,949
Clark,2015,6,11,Unaffiliated,274
Clay,2015,6,11,,2
Clay,2015,6,11,Democratic,605
Clay,2015,6,11,Libertarian,42
Clay,2015,6,11,Republican,3793
Clay,2015,6,11,Unaffiliated,1275
Cloud,2015,6,11,,1
Cloud,2015,6,11,Democratic,1050
Cloud,2015,6,11,Libertarian,36
Cloud,2015,6,11,Republican,3520
Cloud,2015,6,11,Unaffiliated,1456
Coffey,2015,6,11,Democratic,959
Coffey,2015,6,11,Libertarian,44
Coffey,2015,6,11,Republican,3575
Coffey,2015,6,11,Unaffiliated,1469
Comanche,2015,6,11,Democratic,170
Comanche,2015,6,11,Libertarian,4
Comanche,2015,6,11,Republican,807
Comanche,2015,6,11,Unaffiliated,143
Cowley,2015,6,11,,3
Cowley,2015,6,11,Democratic,4730
Cowley,2015,6,11,Libertarian,127
Cowley,2015,6,11,Republican,9023
Cowley,2015,6,11,Unaffiliated,5598
Crawford,2015,6,11,,3
Crawford,2015,6,11,Democratic,7980
Crawford,2015,6,11,Libertarian,175
Crawford,2015,6,11,Republican,7514
Crawford,2015,6,11,Unaffiliated,8453
Decatur,2015,6,11,,4
Decatur,2015,6,11,Democratic,308
Decatur,2015,6,11,Libertarian,11
Decatur,2015,6,11,Republican,1341
Decatur,2015,6,11,Unaffiliated,406
Dickinson,2015,6,11,,5
Dickinson,2015,6,11,Democratic,1929
Dickinson,2015,6,11,Libertarian,89
Dickinson,2015,6,11,Republican,7345
Dickinson,2015,6,11,Unaffiliated,3513
Doniphan,2015,6,11,,3
Doniphan,2015,6,11,Democratic,808
Doniphan,2015,6,11,Libertarian,26
Doniphan,2015,6,11,Republican,2891
Doniphan,2015,6,11,Unaffiliated,1228
Douglas,2015,6,11,,31
Douglas,2015,6,11,Democratic,26357
Douglas,2015,6,11,Libertarian,891
Douglas,2015,6,11,Republican,21940
Douglas,2015,6,11,Unaffiliated,28699
Edwards,2015,6,11,Democratic,321
Edwards,2015,6,11,Libertarian,7
Edwards,2015,6,11,Republican,1221
Edwards,2015,6,11,Unaffiliated,355
Elk,2015,6,11,,1
Elk,2015,6,11,Democratic,380
Elk,2015,6,11,Libertarian,6
Elk,2015,6,11,Republican,1131
Elk,2015,6,11,Unaffiliated,335
Ellis,2015,6,11,Democratic,4349
Ellis,2015,6,11,Libertarian,167
Ellis,2015,6,11,Republican,8135
Ellis,2015,6,11,Unaffiliated,5114
Ellsworth,2015,6,11,,1
Ellsworth,2015,6,11,Democratic,882
Ellsworth,2015,6,11,Libertarian,21
Ellsworth,2015,6,11,Republican,2242
Ellsworth,2015,6,11,Unaffiliated,954
Finney,2015,6,11,,22
Finney,2015,6,11,Democratic,3502
Finney,2015,6,11,Libertarian,106
Finney,2015,6,11,Republican,7841
Finney,2015,6,11,Unaffiliated,6236
Ford,2015,6,11,,4
Ford,2015,6,11,Democratic,3489
Ford,2015,6,11,Libertarian,122
Ford,2015,6,11,Republican,6435
Ford,2015,6,11,Unaffiliated,5442
Franklin,2015,6,11,Democratic,3656
Franklin,2015,6,11,Libertarian,140
Franklin,2015,6,11,Republican,8789
Franklin,2015,6,11,Unaffiliated,5135
Geary,2015,6,11,,1
Geary,2015,6,11,Democratic,4087
Geary,2015,6,11,Libertarian,89
Geary,2015,6,11,Republican,5220
Geary,2015,6,11,Unaffiliated,4810
Gove,2015,6,11,Democratic,301
Gove,2015,6,11,Libertarian,2
Gove,2015,6,11,Republican,1258
Gove,2015,6,11,Unaffiliated,346
Graham,2015,6,11,,1
Graham,2015,6,11,Democratic,241
Graham,2015,6,11,Libertarian,12
Graham,2015,6,11,Republican,1273
Graham,2015,6,11,Unaffiliated,264
Grant,2015,6,11,Democratic,485
Grant,2015,6,11,Libertarian,24
Grant,2015,6,11,Republican,2113
Grant,2015,6,11,Unaffiliated,748
Gray,2015,6,11,Democratic,472
Gray,2015,6,11,Libertarian,25
Gray,2015,6,11,Republican,1700
Gray,2015,6,11,Unaffiliated,725
Greeley,2015,6,11,Democratic,75
Greeley,2015,6,11,Libertarian,3
Greeley,2015,6,11,Republican,741
Greeley,2015,6,11,Unaffiliated,119
Greenwood,2015,6,11,Democratic,583
Greenwood,2015,6,11,Libertarian,12
Greenwood,2015,6,11,Republican,2361
Greenwood,2015,6,11,Unaffiliated,1812
Hamilton,2015,6,11,,2
Hamilton,2015,6,11,Democratic,153
Hamilton,2015,6,11,Libertarian,5
Hamilton,2015,6,11,Republican,861
Hamilton,2015,6,11,Unaffiliated,234
Harper,2015,6,11,Democratic,721
Harper,2015,6,11,Libertarian,24
Harper,2015,6,11,Republican,2432
Harper,2015,6,11,Unaffiliated,1019
Harvey,2015,6,11,Democratic,4142
Harvey,2015,6,11,Libertarian,123
Harvey,2015,6,11,Republican,10606
Harvey,2015,6,11,Unaffiliated,6081
Haskell,2015,6,11,Democratic,280
Haskell,2015,6,11,Libertarian,6
Haskell,2015,6,11,Republican,1504
Haskell,2015,6,11,Unaffiliated,596
Hodgeman,2015,6,11,,6
Hodgeman,2015,6,11,Democratic,199
Hodgeman,2015,6,11,Libertarian,1
Hodgeman,2015,6,11,Republican,982
Hodgeman,2015,6,11,Unaffiliated,223
Jackson,2015,6,11,Democratic,1851
Jackson,2015,6,11,Libertarian,38
Jackson,2015,6,11,Republican,4044
Jackson,2015,6,11,Unaffiliated,2389
Jefferson,2015,6,11,Democratic,2848
Jefferson,2015,6,11,Libertarian,91
Jefferson,2015,6,11,Republican,5821
Jefferson,2015,6,11,Unaffiliated,4336
Jewell,2015,6,11,Democratic,261
Jewell,2015,6,11,Libertarian,10
Jewell,2015,6,11,Republican,1416
Jewell,2015,6,11,Unaffiliated,452
Johnson,2015,6,11,Democratic,84151
Johnson,2015,6,11,Libertarian,3490
Johnson,2015,6,11,Republican,172873
Johnson,2015,6,11,Unaffiliated,115879
Kearny,2015,6,11,,4
Kearny,2015,6,11,Democratic,282
Kearny,2015,6,11,Libertarian,6
Kearny,2015,6,11,Republican,1293
Kearny,2015,6,11,Unaffiliated,501
Kingman,2015,6,11,Democratic,924
Kingman,2015,6,11,Libertarian,29
Kingman,2015,6,11,Republican,2993
Kingman,2015,6,11,Unaffiliated,1482
Kiowa,2015,6,11,,2
Kiowa,2015,6,11,Democratic,188
Kiowa,2015,6,11,Libertarian,2
Kiowa,2015,6,11,Republican,1159
Kiowa,2015,6,11,Unaffiliated,258
Labette,2015,6,11,,1
Labette,2015,6,11,Democratic,4005
Labette,2015,6,11,Libertarian,130
Labette,2015,6,11,Republican,5752
Labette,2015,6,11,Unaffiliated,6212
Lane,2015,6,11,,2
Lane,2015,6,11,Democratic,154
Lane,2015,6,11,Libertarian,7
Lane,2015,6,11,Republican,963
Lane,2015,6,11,Unaffiliated,183
Leavenworth,2015,6,11,,1
Leavenworth,2015,6,11,Democratic,12514
Leavenworth,2015,6,11,Libertarian,386
Leavenworth,2015,6,11,Republican,17929
Leavenworth,2015,6,11,Unaffiliated,16751
Lincoln,2015,6,11,,1
Lincoln,2015,6,11,Democratic,255
Lincoln,2015,6,11,Libertarian,22
Lincoln,2015,6,11,Republican,1438
Lincoln,2015,6,11,Unaffiliated,482
Linn,2015,6,11,,1
Linn,2015,6,11,Democratic,1363
