district_kr,year,month,day,desc_party,count
KR0041,2014,12,22,Democratic,3630
KR0041,2014,12,22,Libertarian,126
KR0041,2014,12,22,Republican,3706
KR0041,2014,12,22,Unaffiliated,4391
KR0042,2014,12,22,,1
KR0042,2014,12,22,Democratic,3709
KR0042,2014,12,22,Libertarian,118
KR0042,2014,12,22,Republican,6015
KR0042,2014,12,22,Unaffiliated,5177
KR0043,2014,12,22,Democratic,2738
KR0043,2014,12,22,Libertarian,161
KR0043,2014,12,22,Republican,5939
KR0043,2014,12,22,Unaffiliated,4540
KR0044,2014,12,22,,7
KR0044,2014,12,22,Democratic,6288
KR0044,2014,12,22,Libertarian,172
KR0044,2014,12,22,Republican,5306
KR0044,2014,12,22,Unaffiliated,6234
KR0045,2014,12,22,,1
KR0045,2014,12,22,Democratic,5530
KR0045,2014,12,22,Libertarian,165
KR0045,2014,12,22,Republican,6435
KR0045,2014,12,22,Unaffiliated,6469
KR0046,2014,12,22,,6
KR0046,2014,12,22,Democratic,8102
KR0046,2014,12,22,Libertarian,288
KR0046,2014,12,22,Republican,3287
KR0046,2014,12,22,Unaffiliated,7644
KR0047,2014,12,22,Democratic,3576
KR0047,2014,12,22,Libertarian,98
KR0047,2014,12,22,Republican,6772
KR0047,2014,12,22,Unaffiliated,4970
KR0048,2014,12,22,Democratic,2932
KR0048,2014,12,22,Libertarian,125
KR0048,2014,12,22,Republican,7434
KR0048,2014,12,22,Unaffiliated,4608
KR0049,2014,12,22,Democratic,2906
KR0049,2014,12,22,Libertarian,132
KR0049,2014,12,22,Republican,5950
KR0049,2014,12,22,Unaffiliated,4180
KR0050,2014,12,22,Democratic,3845
KR0050,2014,12,22,Libertarian,87
KR0050,2014,12,22,Republican,6922
KR0050,2014,12,22,Unaffiliated,4302
KR0051,2014,12,22,,1
KR0051,2014,12,22,Democratic,2503
KR0051,2014,12,22,Libertarian,102
KR0051,2014,12,22,Republican,8300
KR0051,2014,12,22,Unaffiliated,4060
KR0052,2014,12,22,Democratic,3633
KR0052,2014,12,22,Libertarian,84
KR0052,2014,12,22,Republican,8374
KR0052,2014,12,22,Unaffiliated,4104
KR0053,2014,12,22,Democratic,4409
KR0053,2014,12,22,Libertarian,107
KR0053,2014,12,22,Republican,5896
KR0053,2014,12,22,Unaffiliated,4199
KR0054,2014,12,22,Democratic,3536
KR0054,2014,12,22,Libertarian,114
KR0054,2014,12,22,Republican,6940
KR0054,2014,12,22,Unaffiliated,4386
KR0055,2014,12,22,Democratic,4651
KR0055,2014,12,22,Libertarian,136
KR0055,2014,12,22,Republican,4156
KR0055,2014,12,22,Unaffiliated,4360
KR0056,2014,12,22,Democratic,4233
KR0056,2014,12,22,Libertarian,113
KR0056,2014,12,22,Republican,5504
KR0056,2014,12,22,Unaffiliated,4124
KR0057,2014,12,22,Democratic,4394
KR0057,2014,12,22,Libertarian,77
KR0057,2014,12,22,Republican,2552
KR0057,2014,12,22,Unaffiliated,3707
KR0058,2014,12,22,Democratic,4867
KR0058,2014,12,22,Libertarian,100
KR0058,2014,12,22,Republican,2174
KR0058,2014,12,22,Unaffiliated,3828
KR0059,2014,12,22,Democratic,3178
KR0059,2014,12,22,Libertarian,117
KR0059,2014,12,22,Republican,7679
KR0059,2014,12,22,Unaffiliated,4358
KR0060,2014,12,22,Democratic,3494
KR0060,2014,12,22,Libertarian,120
KR0060,2014,12,22,Republican,5377
KR0060,2014,12,22,Unaffiliated,4743
KR0061,2014,12,22,Democratic,2806
KR0061,2014,12,22,Libertarian,83
KR0061,2014,12,22,Republican,8142
KR0061,2014,12,22,Unaffiliated,3900
KR0062,2014,12,22,,2
KR0062,2014,12,22,Democratic,3035
KR0062,2014,12,22,Libertarian,64
KR0062,2014,12,22,Republican,7912
KR0062,2014,12,22,Unaffiliated,3700
KR0063,2014,12,22,,4
KR0063,2014,12,22,Democratic,3867
KR0063,2014,12,22,Libertarian,76
KR0063,2014,12,22,Republican,6077
KR0063,2014,12,22,Unaffiliated,4661
KR0064,2014,12,22,,2
KR0064,2014,12,22,Democratic,1349
KR0064,2014,12,22,Libertarian,76
KR0064,2014,12,22,Republican,5767
KR0064,2014,12,22,Unaffiliated,2813
KR0065,2014,12,22,,2
KR0065,2014,12,22,Democratic,2626
KR0065,2014,12,22,Libertarian,62
KR0065,2014,12,22,Republican,3031
KR0065,2014,12,22,Unaffiliated,3002
KR0066,2014,12,22,,1
KR0066,2014,12,22,Democratic,3565
KR0066,2014,12,22,Libertarian,192
KR0066,2014,12,22,Republican,5089
KR0066,2014,12,22,Unaffiliated,5466
KR0067,2014,12,22,Democratic,3362
KR0067,2014,12,22,Libertarian,124
KR0067,2014,12,22,Republican,7292
KR0067,2014,12,22,Unaffiliated,4698
KR0068,2014,12,22,,2
KR0068,2014,12,22,Democratic,2836
KR0068,2014,12,22,Libertarian,75
KR0068,2014,12,22,Republican,6201
KR0068,2014,12,22,Unaffiliated,3539
KR0069,2014,12,22,Democratic,2751
KR0069,2014,12,22,Libertarian,135
KR0069,2014,12,22,Republican,5266
KR0069,2014,12,22,Unaffiliated,4880
KR0070,2014,12,22,,1
KR0070,2014,12,22,Democratic,2141
KR0070,2014,12,22,Libertarian,94
KR0070,2014,12,22,Republican,8676
KR0070,2014,12,22,Unaffiliated,3590
KR0071,2014,12,22,Democratic,2857
KR0071,2014,12,22,Libertarian,133
KR0071,2014,12,22,Republican,7465
KR0071,2014,12,22,Unaffiliated,4820
KR0072,2014,12,22,Democratic,3125
KR0072,2014,12,22,Libertarian,77
KR0072,2014,12,22,Republican,6859
KR0072,2014,12,22,Unaffiliated,4189
KR0073,2014,12,22,Democratic,1923
KR0073,2014,12,22,Libertarian,99
KR0073,2014,12,22,Republican,7847
KR0073,2014,12,22,Unaffiliated,3054
KR0074,2014,12,22,,3
KR0074,2014,12,22,Democratic,2170
KR0074,2014,12,22,Libertarian,86
KR0074,2014,12,22,Republican,7943
KR0074,2014,12,22,Unaffiliated,3645
KR0075,2014,12,22,,130
KR0075,2014,12,22,Democratic,2874
KR0075,2014,12,22,Libertarian,73
KR0075,2014,12,22,Republican,6236
KR0075,2014,12,22,Unaffiliated,3806
KR0076,2014,12,22,,1
KR0076,2014,12,22,Democratic,2869
KR0076,2014,12,22,Libertarian,108
KR0076,2014,12,22,Republican,7434
KR0076,2014,12,22,Unaffiliated,4151
KR0077,2014,12,22,,59
KR0077,2014,12,22,Democratic,2447
KR0077,2014,12,22,Libertarian,110
KR0077,2014,12,22,Republican,7288
KR0077,2014,12,22,Unaffiliated,4504
KR0078,2014,12,22,Democratic,2973
KR0078,2014,12,22,Libertarian,132
KR0078,2014,12,22,Republican,7413
KR0078,2014,12,22,Unaffiliated,4647
KR0079,2014,12,22,,6
KR0079,2014,12,22,Democratic,3090
KR0079,2014,12,22,Libertarian,113
KR0079,2014,12,22,Republican,6399
KR0079,2014,12,22,Unaffiliated,4257
KR0080,2014,12,22,,6
KR0080,2014,12,22,Democratic,3467
KR0080,2014,12,22,Libertarian,95
KR0080,2014,12,22,Republican,5622
KR0080,2014,12,22,Unaffiliated,3975
KR0081,2014,12,22,Democratic,2119
KR0081,2014,12,22,Libertarian,86
KR0081,2014,12,22,Republican,4477
KR0081,2014,12,22,Unaffiliated,4302
KR0082,2014,12,22,,1
KR0082,2014,12,22,Democratic,2521
KR0082,2014,12,22,Libertarian,102
KR0082,2014,12,22,Republican,6862
KR0082,2014,12,22,Unaffiliated,5036
KR0083,2014,12,22,Democratic,3727
KR0083,2014,12,22,Libertarian,119
KR0083,2014,12,22,Republican,3590
KR0083,2014,12,22,Unaffiliated,4212
KR0084,2014,12,22,Democratic,5689
KR0084,2014,12,22,Libertarian,96
KR0084,2014,12,22,Republican,2496
KR0084,2014,12,22,Unaffiliated,4110
KR0085,2014,12,22,,3
KR0085,2014,12,22,Democratic,3081
KR0085,2014,12,22,Libertarian,116
KR0085,2014,12,22,Republican,7920
KR0085,2014,12,22,Unaffiliated,4829
KR0086,2014,12,22,Democratic,3229
KR0086,2014,12,22,Libertarian,115
KR0086,2014,12,22,Republican,2818
KR0086,2014,12,22,Unaffiliated,4615
KR0087,2014,12,22,Democratic,3254
KR0087,2014,12,22,Libertarian,90
KR0087,2014,12,22,Republican,7071
KR0087,2014,12,22,Unaffiliated,4308
KR0088,2014,12,22,Democratic,3501
KR0088,2014,12,22,Libertarian,101
KR0088,2014,12,22,Republican,3752
KR0088,2014,12,22,Unaffiliated,4852
KR0089,2014,12,22,Democratic,5476
KR0089,2014,12,22,Libertarian,96
KR0089,2014,12,22,Republican,3557
KR0089,2014,12,22,Unaffiliated,4070
KR0090,2014,12,22,Democratic,2165
KR0090,2014,12,22,Libertarian,109
KR0090,2014,12,22,Republican,7299
KR0090,2014,12,22,Unaffiliated,4548
KR0091,2014,12,22,,1
KR0091,2014,12,22,Democratic,2660
KR0091,2014,12,22,Libertarian,86
KR0091,2014,12,22,Republican,6621
KR0091,2014,12,22,Unaffiliated,4863
KR0092,2014,12,22,Democratic,3587
KR0092,2014,12,22,Libertarian,126
KR0092,2014,12,22,Republican,4452
KR0092,2014,12,22,Unaffiliated,4540
KR0093,2014,12,22,Democratic,2436
KR0093,2014,12,22,Libertarian,96
KR0093,2014,12,22,Republican,6320
KR0093,2014,12,22,Unaffiliated,4825
KR0094,2014,12,22,Democratic,2532
KR0094,2014,12,22,Libertarian,85
KR0094,2014,12,22,Republican,7769
KR0094,2014,12,22,Unaffiliated,4686
KR0095,2014,12,22,Democratic,2877
KR0095,2014,12,22,Libertarian,111
KR0095,2014,12,22,Republican,3147
KR0095,2014,12,22,Unaffiliated,4443
KR0096,2014,12,22,Democratic,3035
KR0096,2014,12,22,Libertarian,90
KR0096,2014,12,22,Republican,3031
KR0096,2014,12,22,Unaffiliated,4696
KR0097,2014,12,22,Democratic,2603
KR0097,2014,12,22,Libertarian,108
KR0097,2014,12,22,Republican,4602
KR0097,2014,12,22,Unaffiliated,4853
KR0098,2014,12,22,Democratic,2660
KR0098,2014,12,22,Libertarian,108
KR0098,2014,12,22,Republican,3402
KR0098,2014,12,22,Unaffiliated,4767
KR0099,2014,12,22,,22
KR0099,2014,12,22,Democratic,2119
KR0099,2014,12,22,Libertarian,101
KR0099,2014,12,22,Republican,8857
KR0099,2014,12,22,Unaffiliated,4695
KR0100,2014,12,22,Democratic,2727
KR0100,2014,12,22,Libertarian,100
KR0100,2014,12,22,Republican,8070
KR0100,2014,12,22,Unaffiliated,4901
KR0101,2014,12,22,Democratic,2273
KR0101,2014,12,22,Libertarian,87
KR0101,2014,12,22,Republican,8229
KR0101,2014,12,22,Unaffiliated,4391
KR0102,2014,12,22,,1
KR0102,2014,12,22,Democratic,3344
KR0102,2014,12,22,Libertarian,139
KR0102,2014,12,22,Republican,3834
KR0102,2014,12,22,Unaffiliated,4762
KR0103,2014,12,22,Democratic,2446
KR0103,2014,12,22,Libertarian,68
KR0103,2014,12,22,Republican,1373
KR0103,2014,12,22,Unaffiliated,3347
KR0104,2014,12,22,Democratic,3694
KR0104,2014,12,22,Libertarian,91
KR0104,2014,12,22,Republican,8861
KR0104,2014,12,22,Unaffiliated,4516
KR0105,2014,12,22,Democratic,2935
KR0105,2014,12,22,Libertarian,129
KR0105,2014,12,22,Republican,5108
KR0105,2014,12,22,Unaffiliated,4754
KR0106,2014,12,22,,3
KR0106,2014,12,22,Democratic,2557
KR0106,2014,12,22,Libertarian,56
KR0106,2014,12,22,Republican,9306
KR0106,2014,12,22,Unaffiliated,3034
KR0107,2014,12,22,,2
KR0107,2014,12,22,Democratic,2321
KR0107,2014,12,22,Libertarian,88
KR0107,2014,12,22,Republican,9355
KR0107,2014,12,22,Unaffiliated,3559
KR0108,2014,12,22,,1
KR0108,2014,12,22,Democratic,2777
KR0108,2014,12,22,Libertarian,95
KR0108,2014,12,22,Republican,7569
KR0108,2014,12,22,Unaffiliated,4013
KR0109,2014,12,22,,5
KR0109,2014,12,22,Democratic,2535
KR0109,2014,12,22,Libertarian,62
KR0109,2014,12,22,Republican,9940
KR0109,2014,12,22,Unaffiliated,3112
KR0110,2014,12,22,Democratic,2140
KR0110,2014,12,22,Libertarian,62
KR0110,2014,12,22,Republican,9286
KR0110,2014,12,22,Unaffiliated,3038
KR0111,2014,12,22,Democratic,3761
KR0111,2014,12,22,Libertarian,137
KR0111,2014,12,22,Republican,6972
KR0111,2014,12,22,Unaffiliated,4308
KR0112,2014,12,22,,5
KR0112,2014,12,22,Democratic,2399
KR0112,2014,12,22,Libertarian,77
KR0112,2014,12,22,Republican,7352
KR0112,2014,12,22,Unaffiliated,3856
KR0113,2014,12,22,Democratic,2339
KR0113,2014,12,22,Libertarian,96
KR0113,2014,12,22,Republican,8310
KR0113,2014,12,22,Unaffiliated,3117
KR0114,2014,12,22,,1
KR0114,2014,12,22,Democratic,2860
KR0114,2014,12,22,Libertarian,94
KR0114,2014,12,22,Republican,7807
KR0114,2014,12,22,Unaffiliated,4184
KR0115,2014,12,22,Democratic,1961
KR0115,2014,12,22,Libertarian,84
KR0115,2014,12,22,Republican,6530
KR0115,2014,12,22,Unaffiliated,3003
KR0116,2014,12,22,,11
KR0116,2014,12,22,Democratic,2819
KR0116,2014,12,22,Libertarian,82
KR0116,2014,12,22,Republican,8338
KR0116,2014,12,22,Unaffiliated,3629
KR0117,2014,12,22,,6
KR0117,2014,12,22,Democratic,2382
KR0117,2014,12,22,Libertarian,46
KR0117,2014,12,22,Republican,8956
KR0117,2014,12,22,Unaffiliated,2900
KR0118,2014,12,22,,2
KR0118,2014,12,22,Democratic,2066
KR0118,2014,12,22,Libertarian,61
KR0118,2014,12,22,Republican,9989
KR0118,2014,12,22,Unaffiliated,2987
KR0119,2014,12,22,,1
KR0119,2014,12,22,Democratic,2425
KR0119,2014,12,22,Libertarian,78
KR0119,2014,12,22,Republican,3912
KR0119,2014,12,22,Unaffiliated,3545
KR0120,2014,12,22,,6
KR0120,2014,12,22,Democratic,2026
KR0120,2014,12,22,Libertarian,94
KR0120,2014,12,22,Republican,10095
KR0120,2014,12,22,Unaffiliated,3027
KR0121,2014,12,22,Democratic,2922
KR0121,2014,12,22,Libertarian,132
KR0121,2014,12,22,Republican,7492
KR0121,2014,12,22,Unaffiliated,4589
KR0122,2014,12,22,,6
KR0122,2014,12,22,Democratic,1575
KR0122,2014,12,22,Libertarian,56
KR0122,2014,12,22,Republican,6165
KR0122,2014,12,22,Unaffiliated,3022
KR0123,2014,12,22,,17
KR0123,2014,12,22,Democratic,2441
KR0123,2014,12,22,Libertarian,57
KR0123,2014,12,22,Republican,4715
KR0123,2014,12,22,Unaffiliated,3872
KR0124,2014,12,22,,4
KR0124,2014,12,22,Democratic,1548
KR0124,2014,12,22,Libertarian,73
KR0124,2014,12,22,Republican,7810
KR0124,2014,12,22,Unaffiliated,2176
KR0125,2014,12,22,,1
KR0125,2014,12,22,Democratic,2002
KR0125,2014,12,22,Libertarian,84
KR0125,2014,12,22,Republican,4740
KR0125,2014,12,22,Unaffiliated,3121
district_kr,2014,12,22,desc_party,105
,2015,6,11,,35
,2015,6,11,Democratic,360
,2015,6,11,Libertarian,32
,2015,6,11,Republican,443
,2015,6,11,Unaffiliated,1024
KR0001,2015,6,11,Democratic,5230
KR0001,2015,6,11,Libertarian,131
KR0001,2015,6,11,Republican,6392
KR0001,2015,6,11,Unaffiliated,5952
KR0002,2015,6,11,,2
KR0002,2015,6,11,Democratic,4949
KR0002,2015,6,11,Libertarian,91
KR0002,2015,6,11,Republican,5707
KR0002,2015,6,11,Unaffiliated,4971
KR0003,2015,6,11,,1
KR0003,2015,6,11,Democratic,4146
KR0003,2015,6,11,Libertarian,106
KR0003,2015,6,11,Republican,4310
KR0003,2015,6,11,Unaffiliated,5068
KR0004,2015,6,11,Democratic,3964
KR0004,2015,6,11,Libertarian,122
KR0004,2015,6,11,Republican,7673
KR0004,2015,6,11,Unaffiliated,5449
KR0005,2015,6,11,,2
KR0005,2015,6,11,Democratic,3343
KR0005,2015,6,11,Libertarian,121
KR0005,2015,6,11,Republican,6318
KR0005,2015,6,11,Unaffiliated,4677
KR0006,2015,6,11,Democratic,2936
KR0006,2015,6,11,Libertarian,123
KR0006,2015,6,11,Republican,7503
KR0006,2015,6,11,Unaffiliated,4458
KR0007,2015,6,11,,1
KR0007,2015,6,11,Democratic,4115
KR0007,2015,6,11,Libertarian,137
KR0007,2015,6,11,Republican,6118
KR0007,2015,6,11,Unaffiliated,6156
KR0008,2015,6,11,Democratic,2636
KR0008,2015,6,11,Libertarian,107
KR0008,2015,6,11,Republican,8979
KR0008,2015,6,11,Unaffiliated,4655
KR0009,2015,6,11,,2
KR0009,2015,6,11,Democratic,2952
KR0009,2015,6,11,Libertarian,135
KR0009,2015,6,11,Republican,6735
KR0009,2015,6,11,Unaffiliated,4961
KR0010,2015,6,11,,6
KR0010,2015,6,11,Democratic,5199
KR0010,2015,6,11,Libertarian,191
KR0010,2015,6,11,Republican,4872
KR0010,2015,6,11,Unaffiliated,6079
KR0011,2015,6,11,,8
KR0011,2015,6,11,Democratic,3082
KR0011,2015,6,11,Libertarian,92
KR0011,2015,6,11,Republican,6161
KR0011,2015,6,11,Unaffiliated,3024
KR0012,2015,6,11,,23
KR0012,2015,6,11,Democratic,2355
KR0012,2015,6,11,Libertarian,98
KR0012,2015,6,11,Republican,7787
KR0012,2015,6,11,Unaffiliated,3105
KR0013,2015,6,11,,1
KR0013,2015,6,11,Democratic,2086
KR0013,2015,6,11,Libertarian,61
KR0013,2015,6,11,Republican,8134
KR0013,2015,6,11,Unaffiliated,3793
KR0014,2015,6,11,Democratic,3230
KR0014,2015,6,11,Libertarian,136
KR0014,2015,6,11,Republican,7743
KR0014,2015,6,11,Unaffiliated,4749
KR0015,2015,6,11,Democratic,3058
KR0015,2015,6,11,Libertarian,157
KR0015,2015,6,11,Republican,5026
KR0015,2015,6,11,Unaffiliated,4149
KR0016,2015,6,11,Democratic,3762
KR0016,2015,6,11,Libertarian,145
KR0016,2015,6,11,Republican,7533
KR0016,2015,6,11,Unaffiliated,4937
KR0017,2015,6,11,Democratic,3704
KR0017,2015,6,11,Libertarian,141
KR0017,2015,6,11,Republican,7571
KR0017,2015,6,11,Unaffiliated,4835
KR0018,2015,6,11,Democratic,4142
KR0018,2015,6,11,Libertarian,131
KR0018,2015,6,11,Republican,6435
KR0018,2015,6,11,Unaffiliated,4976
KR0019,2015,6,11,Democratic,4115
KR0019,2015,6,11,Libertarian,145
KR0019,2015,6,11,Republican,8753
KR0019,2015,6,11,Unaffiliated,4772
KR0020,2015,6,11,Democratic,3737
KR0020,2015,6,11,Libertarian,125
KR0020,2015,6,11,Republican,9900
KR0020,2015,6,11,Unaffiliated,4767
KR0021,2015,6,11,Democratic,4595
KR0021,2015,6,11,Libertarian,165
KR0021,2015,6,11,Republican,7582
KR0021,2015,6,11,Unaffiliated,5194
KR0022,2015,6,11,Democratic,4029
KR0022,2015,6,11,Libertarian,170
KR0022,2015,6,11,Republican,4658
KR0022,2015,6,11,Unaffiliated,4712
KR0023,2015,6,11,Democratic,3655
KR0023,2015,6,11,Libertarian,140
KR0023,2015,6,11,Republican,4988
KR0023,2015,6,11,Unaffiliated,4267
KR0024,2015,6,11,Democratic,4342
KR0024,2015,6,11,Libertarian,176
KR0024,2015,6,11,Republican,4678
KR0024,2015,6,11,Unaffiliated,5292
KR0025,2015,6,11,Democratic,4909
KR0025,2015,6,11,Libertarian,146
KR0025,2015,6,11,Republican,7216
KR0025,2015,6,11,Unaffiliated,5433
KR0026,2015,6,11,Democratic,2891
KR0026,2015,6,11,Libertarian,144
KR0026,2015,6,11,Republican,7428
KR0026,2015,6,11,Unaffiliated,4900
KR0027,2015,6,11,Democratic,2701
KR0027,2015,6,11,Libertarian,138
KR0027,2015,6,11,Republican,9551
KR0027,2015,6,11,Unaffiliated,5004
KR0028,2015,6,11,Democratic,2719
KR0028,2015,6,11,Libertarian,93
KR0028,2015,6,11,Republican,8324
KR0028,2015,6,11,Unaffiliated,4539
KR0029,2015,6,11,Democratic,3776
KR0029,2015,6,11,Libertarian,164
KR0029,2015,6,11,Republican,6930
KR0029,2015,6,11,Unaffiliated,5034
KR0030,2015,6,11,Democratic,3623
KR0030,2015,6,11,Libertarian,174
KR0030,2015,6,11,Republican,6403
KR0030,2015,6,11,Unaffiliated,4813
KR0031,2015,6,11,,1
KR0031,2015,6,11,Democratic,4307
KR0031,2015,6,11,Libertarian,100
KR0031,2015,6,11,Republican,1527
KR0031,2015,6,11,Unaffiliated,3359
KR0032,2015,6,11,Democratic,2668
KR0032,2015,6,11,Libertarian,26
KR0032,2015,6,11,Republican,629
KR0032,2015,6,11,Unaffiliated,1937
KR0033,2015,6,11,,1
KR0033,2015,6,11,Democratic,4901
